# unit judgements - block 8ת (20): the by_weight = false rows of Section B in db/_audit_units.py, #21, field unit only - input for --expect-changed (8ת-ה, 14.09.2026)
3566	unit
3588	unit
3590	unit
3617	unit
3638	unit
3672	unit
3673	unit
3756	unit
3772	unit
3776	unit
3804	unit
3812	unit
3819	unit
3847	unit
3929	unit
3930	unit
3932	unit
4063	unit
4096	unit
8219	unit
