mmitzrach,mitzbsisi,mishkal,retention,ahuz,mida,kamut,is_visible
9365,4232,120,,,700,1,1
9365,4497,5,,,,,1
9365,9362,540,,,,,1
9365,9363,420,,,,,1
9366,3656,618,3702,,104,2,1
9366,3983,6,,,1211,2,1
9366,4234,120,,,700,1,1
9366,4497,2.5,,,400,0.5,1
9366,4500,15,,,300,1,1
9366,9362,540,,,,,1
9366,9363,420,,,,,1
9367,3798,3,3451,,,,1
9367,3849,500,3771,,,,1
9367,4443,4,,1,,1,1
9367,4497,2,,,,,1
9368,1579,19,,,100,1,1
9368,1910,300,301,,,,1
9368,4397,150,,,,,1
9368,4497,3,,,700,1,1
9368,4500,100,,,,,1
9368,4949,90,,,,,1
9369,1579,19,,,,,1
9369,1910,300,301,,,,1
9369,4388,150,,,700,1,1
9369,4497,3,,,,,1
9369,4500,100,,,,,1
9369,4949,90,,,,,1
9370,1910,12,301,,,,1
9370,3143,15,270,,,,1
9370,3202,610,151,,,,1
9370,4388,50,,,700,1,1
9370,4500,100,,,,,1
9370,8779,3,,,,,1
9370,9369,660,,,700,1,1
9371,1910,12,301,,,,1
9371,3143,15,270,,,,1
9371,3283,565,151,,103,5,1
9371,4397,50,,,,,1
9371,4500,100,,,,,1
9371,8779,3,,,,,1
9371,9368,660,,,,,1
9372,1910,12,301,,,,1
9372,3143,15,270,,,,1
9372,3283,565,151,,,,1
9372,4397,50,,,,,1
9372,4500,100,,,,,1
9372,8779,3,,,,,1
9372,9369,660,,,700,1,1
9373,1564,228,,,,,1
9373,4232,165,,,700,1,1
9373,4497,2,,,,,1
9374,1561,85,103,,,,1
9374,1910,50,5,,,,1
9374,1986,90,,,,,1
9374,4446,30,,5,,1,1
9374,4497,3,,,,,1
9374,8215,400,3780,,802,4,1
9375,3143,44,,,,,1
9375,3798,24,,,,,1
9375,3823,20,,,,,1
9375,3905,330,,,,,1
9375,4446,20,,,300,2,1
9375,4497,2.099999904632568,,,,,1
9375,8372,12,,,400,2,1
9376,3143,44,,,,,1
9376,3798,24,,,,,1
9376,3823,20,,,,,1
9376,3905,330,,,,,1
9376,4443,20,,,300,2,1
9376,4497,2.099999904632568,,,,,1
9377,637,750,601,,,,1
9377,2730,180,432,,,,1
9377,3663,320,3751,,,,1
9377,3820,117,3456,,,,1
9377,3839,110,3776,,,,1
9377,4446,30,,,,1,1
9377,4497,10,,,,,1
9377,4949,360,,,,,1
9378,1605,350,,,,,1
9378,3716,100,,,,,1
9378,4449,20,,,,1,1
9378,4497,1,,,,,1
9378,4949,100,,,,,1
9379,15,150,2151,,,,1
9379,1561,171,103,,,,1
9379,2534,140,,,,,1
9379,4446,60,,,,1,1
9379,4497,3,,,,,1
9379,4500,5,,,,,1
9380,2691,16,301,,,,1
9380,3143,30,270,,,,1
9380,3236,1320,158,,,,1
9380,4500,100,,,,,1
9380,8779,3,,,,,1
9380,9369,660,,,700,1,1
9381,1530,80,,,,,1
9381,1706,33,,,,,1
9381,2621,250,,,700,250,1
9381,2685,2,,,,,1
9381,3626,64,3465,,,,1
9381,3754,56,3785,,,,1
9381,3767,190,3785,,,,1
9381,3819,35,3015,,,,1
9381,4446,30,,,,1,1
9381,4497,4,,,,,1
9382,2721,330,,,,,1
9382,3143,25,270,,,,1
9382,3567,220,,,,,1
9382,3663,125,3751,,,,1
9382,3798,9,3456,,,,1
9382,3819,15,3006,,,,1
9382,3823,15,3006,,,,1
9382,4446,20,,,,1,1
9382,4497,3,,,700,3,1
9382,4500,5,,,,,1
9382,4949,50,,,,,1
9383,3143,44,,,,,1
9383,3626,144,,,,,1
9383,3663,390,,,,,1
9383,3792,390,,,,,1
9383,3807,144,,,,,1
9383,3820,75,,,,,1
9383,3839,144,,,,,1
9383,4446,30,,,,1,1
9383,4497,6,,,,,1
9384,3449,270,3301,,,,1
9384,3663,230,3752,,,,1
9384,3837,166,3771,,,,1
9384,3839,166,3771,,,,1
9384,4446,30,,,,1,1
9384,4497,4,,,,,1
9385,3626,124,3456,,,,1
9385,3776,113,3776,,,,1
9385,3778,50,3784,,,,1
9385,3820,117,3456,,,,1
9385,3837,110,3776,,,,1
9385,3849,276,3776,,,,1
9385,3919,150,3788,,,,1
9385,4446,30,,,,1,1
9385,4497,10,,,,,1
9386,1561,228,101,,,,1
9386,1578,76,101,,,,1
9386,2685,16,,,,,1
9386,3143,200,270,,,,1
9386,4388,150,,,700,1,1
9386,4500,200,,,,,1
9386,4949,50,,,,,1
9386,9369,660,,,700,1,1
9387,271,250,,,904,1,1
9387,1561,171,101,,,,1
9387,1845,300,2201,,,,1
9387,3143,22,270,,,,1
9387,4388,30,,,700,1,1
9387,4500,300,,,,,1
9387,4949,120,,,,,1
9387,9369,660,,,700,1,1
9388,4388,20,,,700,1,1
9388,4670,100,,,902,1,1
9388,4949,45,,,700,1,1
9389,4397,20,,,700,1,1
9389,4670,100,,,902,1,1
9389,4949,45,,,,,1
9390,4446,20,,,300,2,1
9390,4670,100,,,902,1,1
9390,4949,45,,,,,1
9391,269,125,2151,,904,0.5,1
9391,4670,100,,,902,1,1
9392,2207,744,,,,,1
9392,9388,165,,,,1,1
9393,2207,744,,,,,1
9393,9390,165,,,,,1
9394,2207,744,,,,,1
9394,9391,225,,,,1,1
9395,2211,744,,,,,1
9395,9389,165,,,,1,1
9396,2211,744,,,,,1
9396,9390,165,,,,1,1
9397,2211,744,,,,,1
9397,9391,225,,,,1,1
9398,1561,171,101,,,,1
9398,1910,375,301,,,,1
9398,1912,10,,,,,1
9398,4449,109,,,200,0.5,1
9398,4500,200,,,,,1
9398,4949,240,,,,,1
9399,1833,130,,,,,1
9399,9398,1105,,,,1,1
9400,1561,228,101,,,,1
9400,1910,250,301,,,,1
9400,1912,10,,,,,1
9400,3202,396,151,,,,1
9400,4449,163.5,,,200,0.75,1
9400,4500,250,,,,,1
9401,2191,1105,,,,1,1
9401,4569,100,,,700,1,1
9402,245,60,,,,,1
9402,9398,1105,,,,1,1
9403,2201,1105,,,,,1
9403,9388,245,,,,1,1
9404,2201,1105,,,,,1
9404,9391,335,,,,1,1
9405,9389,245,,,,1,1
9405,9402,1105,,,,1,1
9406,9388,245,,,,1,1
9406,9402,1105,,,,,1
9407,9391,335,,,,1,1
9407,9402,1105,,,,,1
9408,9390,245,,,,1,1
9408,9402,1105,,,,,1
9409,9390,245,,,,,1
9409,9398,1105,,,,1,1
9410,9389,245,,,,,1
9410,9398,1105,,,,1,1
9411,9388,245,,,,,1
9411,9398,1105,,,,1,1
9412,9391,335,,,,,1
9412,9398,1105,,,,1,1
9413,2191,1105,,,,1,1
9413,9390,245,,,,,1
9414,2191,1105,,,,1,1
9414,9389,245,,,,,1
9415,2191,1105,,,,1,1
9415,9391,335,,,,,1
9416,2191,1105,,,,1,1
9416,9388,245,,,,,1
9417,1561,228,101,,,,1
9417,1910,187.5,301,,,,1
9417,4397,150,,,700,1,1
9417,4502,150,,,,,1
9417,4756,200,,,,,1
9417,8793,5,,,,,1
9418,3143,44,,,,,1
9418,3626,144,,,,,1
9418,3663,390,,,,,1
9418,3792,390,,,,,1
9418,3807,144,,,,,1
9418,3820,75,,,,,1
9418,3839,144,,,,,1
9418,4443,30,,,300,3,1
9418,4497,6,,,,,1
9419,285,250,1,,,,1
9419,3143,30,270,,,,1
9419,3798,6,,,,,1
9419,3928,2000,,,,,1
9419,4497,1,,,,,1
9419,4500,45,,,,,1
9419,4949,2000,,,,,1
9421,753,500,2004,,,,1
9421,1561,57,105,,,,1
9421,1986,50,305,,,,1
9421,3820,117,3456,,,,1
9421,3823,10,3006,,,,1
9421,4497,4,,,,,1
9421,9156,500,,,700,1,1
9422,731,500,1056,,,,1
9422,1561,57,103,,,,1
9422,1986,50,305,,,,1
9422,3820,117,3456,,,,1
9422,3823,10,3006,,,,1
9422,4497,4,,,,,1
9422,9156,500,,,700,1,1
9423,731,500,1056,,,,1
9423,1561,57,103,,,,1
9423,1986,50,305,,,,1
9423,3820,117,3456,,,,1
9423,3823,10,3006,,,,1
9423,4497,4,,,,,1
9424,731,500,1004,,,,1
9424,1561,57,103,,,,1
9424,1986,50,305,,,,1
9424,3820,117,3456,,,,1
9424,3823,10,3006,,,,1
9424,4497,4,,,,,1
9425,929,250,803,,700,1,1
9425,1561,57,103,,,,1
9425,1986,50,305,,,,1
9425,3820,117,3460,,,,1
9425,3823,10,3001,,,,1
9425,4497,4,,,,,1
9425,8504,250,605,,700,1,1
9426,929,250,803,,700,1,1
9426,1561,57,103,,,,1
9426,1986,50,305,,,,1
9426,3820,117,3460,,,,1
9426,3823,10,3001,,,,1
9426,4497,4,,,,,1
9426,8504,250,605,,700,1,1
9426,9156,500,,,700,1,1
9427,929,250,801,,700,1,1
9427,1476,250,603,,700,1,1
9427,1561,57,103,,,,1
9427,1986,50,305,,,,1
9427,3820,117,3460,,,,1
9427,3823,10,3001,,,,1
9427,4497,4,,,,,1
9428,753,500,2003,,,,1
9428,1561,57,103,,,,1
9428,1986,50,305,,700,1,1
9428,3820,117,3460,,,,1
9428,3823,10,3015,,,,1
9428,4497,4,,,,,1
9429,753,200,2055,,,,1
9429,946,250,1852,,,,1
9429,1561,57,103,,,,1
9429,1986,50,305,,,,1
9429,3820,117,3456,,,,1
9429,3823,10,3015,,,,1
9429,4497,4,,,,,1
9430,753,200,2055,,,,1
9430,946,250,1852,,,,1
9430,1561,57,103,,,,1
9430,1986,50,305,,,,1
9430,3820,117,3456,,,,1
9430,3823,10,3015,,,,1
9430,4497,4,,,,,1
9430,9155,350,,,700,1,1
9431,753,200,2055,,,,1
9431,946,250,1852,,,,1
9431,1561,57,103,,,,1
9431,1986,50,305,,,,1
9431,3820,117,3456,,,,1
9431,3823,10,3015,,,,1
9431,4497,4,,,,,1
9431,9156,500,,,700,1,1
9432,753,200,1954,,,,1
9432,946,250,1805,,,,1
9432,1561,57,103,,,,1
9432,1986,50,305,,,,1
9432,3820,117,3456,,,,1
9432,3823,10,3015,,,,1
9432,4497,4,,,,,1
9433,946,250,1852,,,,1
9433,1476,250,754,,700,1,1
9433,1561,57,103,,,,1
9433,1986,50,305,,,,1
9433,3820,117,3451,,,,1
9433,3823,10,3001,,,,1
9433,4497,4,,,,,1
9434,946,250,1852,,,,1
9434,1561,57,103,,,,1
9434,1986,50,305,,,,1
9434,3820,117,3451,,,,1
9434,3823,10,3001,,,,1
9434,4497,4,,,,,1
9434,8504,250,754,,700,1,1
9434,9156,500,,,700,1,1
9435,929,225,856,,,,1
9435,941,225,1852,,,,1
9435,1561,57,105,,,,1
9435,1986,50,305,,,,1
9435,3820,117,3456,,,,1
9435,3823,10,3001,,,,1
9435,4497,4,,,,,1
9435,9156,500,,,700,1,1
9436,929,250,803,,,,1
9436,946,250,1852,,,,1
9436,1561,57,103,,,,1
9436,1986,50,305,,,,1
9436,3820,117,3456,,,,1
9436,3823,10,3006,,,,1
9436,4497,4,,,,,1
9446,1898,90,,,700,1,1
9446,1910,210,301,,,,1
9446,1912,4,,,400,1,1
9446,4388,120,,,,,1
9446,4497,1,,,,1,1
9446,4500,130,,,,,1
9447,1898,90,,,700,1,1
9447,1910,210,301,,,,1
9447,1912,4,,,,,1
9447,4397,120,,,,,1
9447,4497,1,,,,,1
9447,4500,130,,,,,1
9448,1915,2000,301,,,,1
9448,2678,500,301,,700,1,1
9448,4072,22.5,,,,,1
9448,4443,28,,,700,1,1
9448,4497,7,,,300,0.5,1
9448,4949,500,,,,,1
9547,15,480,2152,,,,1
9547,269,120,,,,,1
9547,4497,1,,,400,0.2000000029802322,1
9547,4500,60.00000381469727,,,200,0.300000011920929,1
9547,8793,5,,,400,1,1
9547,8815,65,431,,700,1,1
9548,1755,400,2152,,700,1,1
9548,1864,240,2152,,700,1,1
9548,4497,1,,,,,1
9548,4500,60.00000381469727,,,,,1
9548,8793,5,,,,,1
9548,8815,65,431,,,,1
9578,285,200,2152,,,,1
9578,494,250,1,,,,1
9578,1561,228,101,,,,1
9578,1910,125,301,,,,1
9578,3617,800,,,,,1
9578,4388,100,,,,,1
9578,4497,10,,,,,1
9578,4949,45,,,700,1,1
9578,8606,100,1,,,,1
9579,1561,232,101,,104,4,1
9579,1910,125,301,,200,1,1
9579,3449,500,3302,,,,1
9579,3812,125,3771,,,1,1
9579,3820,75,3451,,,,1
9579,3823,24,3001,,300,2,1
9579,4497,5,,,400,1,1
9580,1910,45,305,,302,1.5,1
9580,3798,3,3451,,,,1
9580,3849,500,3771,,,,1
9580,4443,57,,13,,,1
9580,4497,2,,,,,1
9585,2737,400,358,,,,1
9585,3820,234,3456,,,,1
9585,3823,60,3006,,,,1
9585,4446,40,,,,,1
9585,4497,20,,,,,1
9585,4949,500,,,,,1
9585,8504,500,752,,700,1,1
9585,8812,500,358,,,,1
9587,15,720,2151,,700,1,1
9587,4424,20,,,300,2,1
9587,4497,5,,,400,1,1
9587,4500,45,,,300,3,1
9587,4949,840,,,200,3.5,1
9587,8812,140,302,,200,1,1
9596,1653,200,505,,,,1
9596,1910,50,305,,,,1
9596,1914,5,,,,,1
9596,3785,20,3004,,,,1
9596,3798,10,3454,,,,1
9596,3823,15,3004,,,,1
9596,4949,50,,,,,1
9597,15,30,2151,,300,3,1
9597,1578,38,101,,,,1
9597,1910,370,301,,700,1,1
9597,2689,80,,,900,1,1
9597,4397,400,,,,,1
9597,4500,300,,,,,1
9618,861,250,856,,,,1
9618,898,250,856,,,,1
9618,1551,12,,,,,1
9618,1653,50,550,,,,1
9618,3449,340,3309,,,,1
9618,3564,100,,,,,1
9618,3626,248,3456,,,,1
9618,3716,200,,,,,1
9618,3848,290,3776,,,,1
9618,4446,40,,,300,4,1
9618,4497,3,,,,,1
9618,4949,600,,,,,1
9618,9437,250,3456,,,,1
9629,3820,314,3465,,,,1
9630,1669,230,,,,,1
9630,2727,370,,,,,1
9630,4497,2.5,,,400,0.5,1
9630,9629,78,,,700,1,1
9633,15,960,2151,,200,4,1
9633,2671,340,358,,200,2,1
9634,4497,4,,,,,1
9634,10117,750,2310,,700,1,1
9635,1297,750,2309,,,,1
9635,4497,2.5,,,,,1
9636,4497,14.5,,,,,1
9636,8686,1500,,,700,1,1
9637,1910,1000,301,,,,1
9637,4072,40,,,,,1
9637,4443,160,,,700,1,1
9637,4497,4,,,,,1
9637,4500,30,,,,,1
9637,4949,400,,,,,1
9648,2770,350,302,,700,1,1
9648,4446,10,,,300,1,1
9648,4497,5,,,400,1,1
9648,4949,720,,,200,3,1
9652,1553,12,,,300,1,1
9652,1653,50,550,,,,1
9652,3449,340,3309,,,,1
9652,3564,100,,,,,1
9652,3626,248,3456,,,,1
9652,3716,200,,,,,1
9652,3848,290,3776,,,,1
9652,4446,40,,,,,1
9652,4497,3,,,,,1
9652,4949,600,,,,,1
9652,9437,250,3456,,,,1
9653,1553,12,,,,,1
9653,1653,50,550,,,,1
9653,3449,340,3309,,,,1
9653,3564,100,,,,,1
9653,3626,248,3456,,,,1
9653,3716,200,,,,,1
9653,3848,290,3776,,,,1
9653,4449,40,,,300,4,1
9653,4497,3,,,,,1
9653,4949,600,,,,,1
9653,9437,250,3456,,,,1
9655,1910,24,302,,300,2,1
9655,3820,162,,,104,1,1
9655,3986,161,,,200,1,1
9655,3988,161,,,200,1,1
9655,4497,7.5,,,400,1.5,1
9655,4949,1920,,,200,8,1
9655,8788,1.5,,,400,0.5,1
9655,9581,6,,,300,0.5,1
9656,3459,700,,,,,1
9656,4446,40,,,300,4,1
9657,3459,700,,,,,1
9658,1190,750,2310,,,,1
9658,1561,114,101,,,,1
9658,1910,36,305,,,,1
9658,1986,50,,,,,1
9658,4497,4,,,,,1
9659,1476,250,751,,700,1,1
9659,1910,66,305,,300,5.5,1
9659,1986,16,301,,300,2,1
9659,3449,480,3315,,700,2.5,1
9659,3716,10,,,400,1,1
9659,3724,575,,,700,1,1
9659,3820,162,3771,,104,1,1
9659,4449,88,,,700,1,1
9659,4497,3.75,,,400,0.75,1
9659,8504,250,751,,700,1,1
9659,8788,1.200000047683716,,,400,0.4000000059604645,1
9660,2678,500,358,,,,1
9660,4497,5,,,400,1,1
9660,4949,1752,,,200,7.300000190734863,1
9661,3143,30,270,,,,1
9661,3798,6,,,,,1
9661,3928,2000,,,,,1
9661,4497,1,,,,,1
9661,4500,45,,,,,1
9661,4949,2000,,,,,1
9662,1561,116,101,,104,2,1
9662,1912,10,,,903,1,1
9662,1915,155,301,,200,1,1
9662,3626,186,3451,,103,3,1
9662,4446,109,,,200,0.5,1
9662,4502,75,,,200,0.5,1
9662,4949,150,,,700,1,1
9662,8779,3,,,400,1,1
9662,8793,10,,,400,2,1
9663,1561,116,101,,104,2,1
9663,1912,10,,,,,1
9663,1914,3,,,400,0.5,1
9663,1915,310,301,,200,2,1
9663,4446,109,,,,,1
9663,4500,150,,,200,0.75,1
9663,4949,360,,,200,1.5,1
9663,8290,24,,,200,0.300000011920929,1
9663,8793,7.5,,,400,1.5,1
9664,1476,225,749,,,,1
9664,1561,57,103,,,,1
9664,1986,50,305,,,,1
9664,3820,117,3460,,,,1
9664,3827,10,3015,,,,1
9664,4449,47,,8,,1,1
9664,4497,4,,,,,1
9664,8504,225,749,,,,1
9665,1561,116,101,,,,1
9665,1912,10,,,,,1
9665,1914,3,,,,,1
9665,1915,310,301,,,,1
9665,4446,109,,,,,1
9665,4500,150,,,200,0.75,1
9665,4949,360,,,,,1
9665,8793,7.5,,,,,1
9666,1915,1000,301,,700,1,1
9666,4072,24,,,300,2,1
9666,4443,20,,,300,2,1
9666,4497,10,,,400,2,1
9666,4500,30,,,300,2,1
9666,4949,720,,,200,3,1
9667,1910,1000,301,,700,1,1
9667,4072,24,,,,,1
9667,4443,20,,,,,1
9667,4497,10,,,,,1
9667,4500,30,,,,,1
9667,4949,600,,,200,2.5,1
9668,1910,800,301,,700,1,1
9668,4072,24,,,300,2,1
9668,4388,80,,,700,1,1
9668,4408,80,,,700,1,1
9668,4446,20,,,300,2,1
9668,4497,5,,,400,1,1
9668,4500,30,,,300,2,1
9668,4949,500,,,700,1,1
9669,2730,250,432,,,,1
9669,4446,28,,5,,,1
9669,4497,2,,,,,1
9669,4949,375,,,,,1
9670,2730,185,432,,200,1,1
9670,3820,40,3456,,,,1
9670,4449,31,,5,,,1
9670,4497,2,,,,,1
9670,4949,480,,,200,2,1
9671,1815,81,2201,,700,1,1
9671,1869,67.5,2201,,700,1,1
9671,1873,75,2201,,700,1,1
9671,3170,48,158,,700,1,1
9671,3199,43.5,158,,200,0.300000011920929,1
9671,4446,20,,,300,2,1
9671,4547,110,,,300,5,1
9671,8199,352,352,,200,4.400000095367432,1
9672,1561,171,101,,,,1
9672,1910,60,301,,,,1
9672,1986,50,305,,,,1
9672,4232,1020,,,700,1,1
9672,4446,50,,,,,1
9672,4497,7,,,,,1
9673,1326,750,2402,,700,1,1
9673,3716,100,,,,,1
9673,3785,10,3006,,,,1
9673,3820,117,3456,,,,1
9673,3823,10,3006,,,,1
9673,4446,45,,,,,1
9673,4497,6,,,,,1
9673,4949,500,,,,,1
9674,1476,250,751,,,,1
9674,1910,66,305,,,,1
9674,1986,16,301,,,,1
9674,3449,480,3315,,,,1
9674,3716,10,,,,,1
9674,3820,162,3771,,,,1
9674,4446,88,,,700,1,1
9674,4497,3.75,,,,,1
9674,8504,250,751,,,,1
9674,8788,1.200000047683716,,,,,1
9674,9150,575,,,700,1,1
9675,1134,100,,,700,1,1
9675,1297,100,,,700,1,1
9675,3143,45,,,300,3,1
9675,3820,117,,,103,1,1
9675,4443,30,,,300,3,1
9675,4497,5,,,400,1,1
9675,8517,100,,,700,1,1
9675,8788,0.6000000238418579,,,400,0.2000000029802322,1
9676,1561,174,101,,104,3,1
9676,1915,1000,301,,700,1,1
9676,4072,24,,,300,2,1
9676,4446,120,,,300,12,1
9676,4497,14,,,300,1,1
9676,4502,100,,,300,10,1
9676,4949,620,,,700,1,1
9678,1561,116,101,,104,2,1
9678,1910,500,301,,700,1,1
9678,1912,10,,,903,1,1
9678,4387,250,,,901,2.5,1
9678,4500,300,,,200,1.5,1
9679,1561,116,101,,,,1
9679,1910,500,301,,,,1
9679,1912,10,,,,,1
9679,4387,250,,,,,1
9679,4446,218,,,200,1,1
9679,4500,300,,,,,1
9680,589,250,701,,700,1,1
9680,637,250,701,,700,1,1
9680,3414,30,,,300,2,1
9680,3459,240,,,103,2,1
9680,3636,192,,,103,3,1
9680,3716,150,,,300,6,1
9680,3928,492,,,103,3,1
9680,3933,428,,,700,1,1
9680,4446,20,,,300,2,1
9680,4497,6,,,400,1,1
9680,4949,2000,,,700,1,1
9680,8226,130,,,104,1,1
9680,8788,1.5,,,400,0.5,1
9681,3414,30,,,,,1
9681,3459,240,,,,,1
9681,3636,192,,,,,1
9681,3716,150,,,,,1
9681,3928,492,,,,,1
9681,3933,428,,,,,1
9681,4446,20,,,300,2,1
9681,4497,6,,0,400,1,1
9681,8226,130,,,104,1,1
9681,8788,1.5,,,,,1
9681,9526,2000,,,700,1,1
9682,4072,18,,,300,1.5,1
9682,4443,43,,,300,4.300000190734863,1
9682,4497,5,,,400,1,1
9682,4500,19.5,,,300,1.299999952316284,1
9682,4949,336,,,200,1.399999976158142,1
9682,8819,500,301,,,1,1
9684,929,225,803,,,,1
9684,1561,57,103,,,,1
9684,1986,50,305,,,,1
9684,3820,117,3456,,,,1
9684,3827,10,3015,,,,1
9684,4446,47,,8,,1,1
9684,4497,4,,,,,1
9684,8803,225,751,,,,1
9685,946,250,1852,,,,1
9685,1028,250,1852,,,,1
9685,1561,57,105,,,,1
9685,1986,50,305,,,,1
9685,3820,117,3456,,,,1
9685,3827,10,3015,,,,1
9685,4497,4,,,,,1
9685,9154,500,,,700,1,1
9686,1476,250,752,,,,1
9686,1847,102,2204,,,,1
9686,1910,170,305,,,,1
9686,4232,234,,,,,1
9686,4446,120,,8,,1,1
9686,4497,12.5,,,,,1
9686,4949,280,,,,,1
9686,8504,250,752,,,,1
9686,8812,500,358,,,,1
9687,8517,200,2552,,,,1
9690,15,1000,2151,,,,1
9690,2737,120,358,,,,1
9691,1134,500,2401,,700,1,1
9692,4446,5,,1,,,1
9692,4497,4,,,,,1
9692,10121,750,2309,,700,750,1
9693,3626,500,3451,,,,1
9693,4497,2,,,,,1
9694,3849,500,3771,,,,1
9694,4497,2,,,,,1
9695,99,1500,,,1100,1,1
9695,4497,14,,,300,1,1
9696,1561,58,101,,104,1,1
9696,1854,50,,,700,50,1
9696,1910,60,301,,700,60,1
9696,1914,3,,,400,0.5,1
9696,1915,60,301,,700,60,1
9696,3199,50,255,,700,50,1
9696,4446,85,,,700,1,1
9696,4497,1.25,,,400,0.25,1
9696,4502,130,,,700,130,1
9696,8199,150,352,,700,150,1
9696,8779,3,,,400,1,1
9697,1561,232,101,,104,4,1
9697,1910,350,301,,700,350,1
9697,1912,10,,,903,1,1
9697,4446,200,,,700,200,1
9697,4500,150,,,200,0.75,1
9697,4544,320,,,700,320,1
9697,4832,240,,,200,1,1
9697,8779,3,,,400,1,1
9698,1561,232,101,,,,1
9698,1912,10,,,,,1
9698,1915,350,301,,700,350,1
9698,4446,200,,,,,1
9698,4500,150,,,,,1
9698,4544,320,,,,,1
9698,4832,240,,,,,1
9698,8779,3,,,,,1
9699,285,200,1,,600,1,1
9699,1574,114,101,,100,3,1
9699,1578,57,101,,100,3,1
9699,1910,420,301,,700,420,1
9699,2689,80,,,900,1,1
9699,4388,200,,,901,1,1
9699,4500,265,,,700,265,1
9700,285,200,1,,,,1
9700,1574,114,101,,,,1
9700,1578,57,101,,,,1
9700,1910,420,301,,,,1
9700,2689,80,,,,,1
9700,4408,200,,,901,1,1
9700,4500,265,,,,,1
9701,15,240,2151,,200,1,1
9701,1561,174,101,,104,3,1
9701,1910,210,301,,700,210,1
9701,4446,46.5,,,700,46.5,1
9701,4497,2.5,,,400,0.5,1
9701,4500,30,,,300,2,1
9701,4949,240,,,200,1,1
9702,1561,174,101,,104,3,1
9702,1883,24,,,300,3,1
9702,1910,1000,301,,700,1000,1
9702,4073,50,,,700,50,1
9702,4446,100,,,700,100,1
9702,4497,14,,,300,1,1
9702,4500,150,,,200,0.75,1
9702,4949,420,,,700,420,1
9703,1561,174,101,,,,1
9703,1883,24,,,,,1
9703,1910,1000,301,,,,1
9703,4073,50,,,,,1
9703,4388,117.5999984741211,,,700,117.5999984741211,1
9703,4497,14,,,,,1
9703,4500,150,,,,,1
9703,4949,420,,,,,1
9704,3143,4,,,,,1
9704,3663,160,,,,,1
9704,3793,82,,,,,1
9704,3823,6,,,,,1
9704,4497,1.200000047683716,,,700,1.200000047683716,1
9705,3414,30,,,,,1
9705,3459,240,,,,,1
9705,3636,192,,,,,1
9705,3716,150,,,,,1
9705,3928,492,,,,,1
9705,3933,428,,,,,1
9705,4446,20,,,,,1
9705,4497,6,,,400,1,1
9705,4949,2000,,,,,1
9705,8226,130,,,,,1
9705,8788,1.5,,,,,1
9706,1561,98,,,103,2,1
9706,1912,4,,,400,1,1
9706,4446,109,,,200,0.5,1
9706,4497,1.649999976158142,,,400,0.3300000131130219,1
9706,4502,110,,,700,110,1
9706,4949,180,,,200,0.75,1
9706,8819,231.4199981689453,,,200,1.330000042915344,1
9721,15,140,2153,,700,140,1
9721,285,100,,,600,0.5,1
9721,532,500,1,,600,2,1
9721,542,250,,,600,1,1
9721,1561,294,101,,103,6,1
9721,1910,210,301,,700,210,1
9721,2689,20,,,700,20,1
9721,2691,60,,,300,7.5,1
9721,4388,100,,,901,0.5,1
9721,4500,250,,,200,1.25,1
9721,8793,5,,,400,1,1
9722,15,240,2153,,700,240,1
9722,285,100,,,600,0.5,1
9722,1561,294,101,,103,6,1
9722,1910,210,301,,700,210,1
9722,2689,20,,,700,20,1
9722,2691,60,,,300,7.5,1
9722,4388,100,,,901,0.5,1
9722,4500,250,,,200,1.25,1
9722,8697,750,1,,700,750,1
9722,8793,5,,,400,1,1
9733,598,500,601,,700,500,1
9733,600,500,601,,700,500,1
9733,621,500,601,,700,500,1
9733,4449,108,,8,700,120,1
9733,4497,10,,,400,2,1
9733,8788,3,,,400,1,1
9734,598,500,601,,700,500,1
9734,600,500,601,,700,500,1
9734,621,500,601,,700,500,1
9734,4497,10,,,400,2,1
9734,8788,3,,,400,1,1
9735,4449,109,,8,700,120,1
9735,4497,12,,,400,2,1
9735,8279,1500,1004,,700,1500,1
9735,8788,3,,,400,1,1
9736,4497,10,,,400,2,1
9736,8279,1500,1004,,700,1500,1
9736,8788,3,,,400,1,1
9741,1561,57,103,,,,1
9741,3543,85,305,,700,1,1
9741,4446,41,,14,,,1
9741,9593,250,,,200,1,1
9742,15,20,,,300,2,1
9742,269,250,,,904,1,1
9742,542,200,1,,700,200,1
9742,551,100,1,,700,100,1
9742,554,200,,,700,200,1
9742,1579,19,,,100,1,1
9742,1910,250,301,,700,250,1
9742,2685,40,,,700,40,1
9742,2689,40,,,700,40,1
9742,4388,120,,,700,120,1
9742,4500,210,,,700,210,1
9742,8793,5,,,400,1,1
9743,3459,240,,,103,2,1
9743,3953,570,,,103,1,1
9743,3983,6,,,1211,2,1
9743,4009,92,,,103,1,1
9743,4446,10,,,300,1,1
9743,4949,150,,,700,150,1
9743,8779,1.5,,,400,0.5,1
9744,1910,500,301,,200,4,1
9744,3798,15,3451,,1211,5,1
9744,3799,2,,,400,1,1
9744,4072,24,,,300,2,1
9744,4443,85,,,700,85,1
9744,4497,10,,,400,2,1
9744,4500,15,,,300,1,1
9744,4949,360,,,200,1.5,1
9754,3564,50,,,,,1
9754,3626,128,3456,,,,1
9754,3820,117,3456,,,,1
9754,4446,28,,,,,1
9754,4497,11,,,,,1
9754,9526,1200,,,700,1,1
9755,1561,114,101,,700,114,1
9755,1986,88,,,700,88,1
